Year,Period,Area,Area Type,Adjustment,Employment,Civilian Labor Force,Unemployment,Unemployment Rate
2006,December,Tarrant                                              ,County,Not Adjusted,"834,444","869,758","35,314",4.1
2006,March,Taylor                                               ,County,Not Adjusted,"63,082","65,780","2,698",4.1
2006,June,Taylor                                               ,County,Not Adjusted,"64,389","67,423","3,034",4.5
2006,September,Taylor                                               ,County,Not Adjusted,"63,851","66,325","2,474",3.7
2006,December,Taylor                                               ,County,Not Adjusted,"64,133","66,200","2,067",3.1
2006,March,Terrell                                              ,County,Not Adjusted,351,376,25,6.6
2006,June,Terrell                                              ,County,Not Adjusted,384,407,23,5.7
2006,September,Terrell                                              ,County,Not Adjusted,362,381,19,5
2006,December,Terrell                                              ,County,Not Adjusted,380,398,18,4.5
2006,March,Terry                                                ,County,Not Adjusted,"5,130","5,455",325,6
2006,June,Terry                                                ,County,Not Adjusted,"5,516","5,854",338,5.8
2006,September,Terry                                                ,County,Not Adjusted,"5,411","5,686",275,4.8
2006,December,Terry                                                ,County,Not Adjusted,"5,482","5,706",224,3.9
2006,March,Throckmorton                                         ,County,Not Adjusted,897,935,38,4.1
2006,June,Throckmorton                                         ,County,Not Adjusted,984,"1,023",39,3.8
2006,September,Throckmorton                                         ,County,Not Adjusted,941,974,33,3.4
2006,December,Throckmorton                                         ,County,Not Adjusted,968,996,28,2.8
2006,March,Titus                                                ,County,Not Adjusted,"13,817","14,463",646,4.5
2006,June,Titus                                                ,County,Not Adjusted,"13,930","14,641",711,4.9
2006,September,Titus                                                ,County,Not Adjusted,"13,854","14,462",608,4.2
2006,December,Titus                                                ,County,Not Adjusted,"13,809","14,340",531,3.7
2006,March,Tom Green                                            ,County,Not Adjusted,"49,544","51,709","2,165",4.2
2006,June,Tom Green                                            ,County,Not Adjusted,"50,598","53,164","2,566",4.8
2006,September,Tom Green                                            ,County,Not Adjusted,"49,532","51,701","2,169",4.2
2006,December,Tom Green                                            ,County,Not Adjusted,"50,078","51,820","1,742",3.4
2006,March,Travis                                               ,County,Not Adjusted,"484,795","506,862","22,067",4.4
2006,June,Travis                                               ,County,Not Adjusted,"492,953","516,452","23,499",4.6
2006,September,Travis                                               ,County,Not Adjusted,"499,317","519,967","20,650",4
2006,December,Travis                                               ,County,Not Adjusted,"507,589","524,825","17,236",3.3
2006,March,Trinity                                              ,County,Not Adjusted,"5,396","5,746",350,6.1
2006,June,Trinity                                              ,County,Not Adjusted,"5,400","5,779",379,6.6
2006,September,Trinity                                              ,County,Not Adjusted,"5,505","5,826",321,5.5
2006,December,Trinity                                              ,County,Not Adjusted,"5,469","5,759",290,5
2006,March,Tyler                                                ,County,Not Adjusted,"7,717","8,254",537,6.5
2006,June,Tyler                                                ,County,Not Adjusted,"7,647","8,229",582,7.1
2006,September,Tyler                                                ,County,Not Adjusted,"7,736","8,242",506,6.1
2006,December,Tyler                                                ,County,Not Adjusted,"7,739","8,171",432,5.3
2006,March,Upshur                                               ,County,Not Adjusted,"17,795","18,718",923,4.9
2006,June,Upshur                                               ,County,Not Adjusted,"17,879","18,820",941,5
2006,September,Upshur                                               ,County,Not Adjusted,"18,027","18,898",871,4.6
2006,December,Upshur                                               ,County,Not Adjusted,"18,301","19,018",717,3.8
2006,March,Upton                                                ,County,Not Adjusted,"1,463","1,522",59,3.9
2006,June,Upton                                                ,County,Not Adjusted,"1,577","1,651",74,4.5
2006,September,Upton                                                ,County,Not Adjusted,"1,552","1,616",64,4
2006,December,Upton                                                ,County,Not Adjusted,"1,618","1,662",44,2.6
2006,March,Uvalde                                               ,County,Not Adjusted,"10,593","11,337",744,6.6
2006,June,Uvalde                                               ,County,Not Adjusted,"11,019","11,757",738,6.3
2006,September,Uvalde                                               ,County,Not Adjusted,"10,511","11,176",665,6
2006,December,Uvalde                                               ,County,Not Adjusted,"10,476","11,061",585,5.3
2006,March,Val Verde                                            ,County,Not Adjusted,"18,974","20,271","1,297",6.4
2006,June,Val Verde                                            ,County,Not Adjusted,"18,936","20,202","1,266",6.3
2006,September,Val Verde                                            ,County,Not Adjusted,"18,957","20,010","1,053",5.3
2006,December,Val Verde                                            ,County,Not Adjusted,"19,145","20,213","1,068",5.3
2006,March,Van Zandt                                            ,County,Not Adjusted,"23,593","24,789","1,196",4.8
2006,June,Van Zandt                                            ,County,Not Adjusted,"24,310","25,594","1,284",5
2006,September,Van Zandt                                            ,County,Not Adjusted,"24,119","25,228","1,109",4.4
2006,December,Van Zandt                                            ,County,Not Adjusted,"24,415","25,403",988,3.9
2006,March,Victoria                                             ,County,Not Adjusted,"42,129","44,060","1,931",4.4
2006,June,Victoria                                             ,County,Not Adjusted,"42,693","44,787","2,094",4.7
2006,September,Victoria                                             ,County,Not Adjusted,"42,674","44,424","1,750",3.9
2006,December,Victoria                                             ,County,Not Adjusted,"42,722","44,184","1,462",3.3
2006,March,Walker                                               ,County,Not Adjusted,"24,555","26,031","1,476",5.7
2006,June,Walker                                               ,County,Not Adjusted,"24,560","26,270","1,710",6.5
2006,September,Walker                                               ,County,Not Adjusted,"25,087","26,462","1,375",5.2
2006,December,Walker                                               ,County,Not Adjusted,"24,799","25,901","1,102",4.3
2006,March,Waller                                               ,County,Not Adjusted,"14,722","15,594",872,5.6
2006,June,Waller                                               ,County,Not Adjusted,"14,776","15,821","1,045",6.6
2006,September,Waller                                               ,County,Not Adjusted,"14,965","15,753",788,5
2006,December,Waller                                               ,County,Not Adjusted,"15,212","15,856",644,4.1
2006,March,Ward                                                 ,County,Not Adjusted,"4,353","4,574",221,4.8
2006,June,Ward                                                 ,County,Not Adjusted,"4,548","4,814",266,5.5
2006,September,Ward                                                 ,County,Not Adjusted,"4,509","4,727",218,4.6
2006,December,Ward                                                 ,County,Not Adjusted,"4,636","4,805",169,3.5
2006,March,Washington                                           ,County,Not Adjusted,"15,298","16,020",722,4.5
2006,June,Washington                                           ,County,Not Adjusted,"15,434","16,232",798,4.9
2006,September,Washington                                           ,County,Not Adjusted,"15,376","16,032",656,4.1
2006,December,Washington                                           ,County,Not Adjusted,"15,612","16,169",557,3.4
2006,March,Webb                                                 ,County,Not Adjusted,"82,311","87,402","5,091",5.8
2006,June,Webb                                                 ,County,Not Adjusted,"82,163","87,808","5,645",6.4
2006,September,Webb                                                 ,County,Not Adjusted,"83,670","88,073","4,403",5
2006,December,Webb                                                 ,County,Not Adjusted,"85,248","89,123","3,875",4.3
2006,March,Wharton                                              ,County,Not Adjusted,"19,329","20,334","1,005",4.9
2006,June,Wharton                                              ,County,Not Adjusted,"19,878","21,021","1,143",5.4
2006,September,Wharton                                              ,County,Not Adjusted,"19,561","20,520",959,4.7
2006,December,Wharton                                              ,County,Not Adjusted,"19,743","20,558",815,4
2006,March,Wheeler                                              ,County,Not Adjusted,"2,503","2,601",98,3.8
2006,June,Wheeler                                              ,County,Not Adjusted,"2,777","2,883",106,3.7
2006,September,Wheeler                                              ,County,Not Adjusted,"2,780","2,867",87,3
2006,December,Wheeler                                              ,County,Not Adjusted,"2,864","2,938",74,2.5
2006,March,Wichita                                              ,County,Not Adjusted,"59,907","62,756","2,849",4.5
2006,June,Wichita                                              ,County,Not Adjusted,"60,244","63,478","3,234",5.1
2006,September,Wichita                                              ,County,Not Adjusted,"60,053","62,739","2,686",4.3
2006,December,Wichita                                              ,County,Not Adjusted,"59,506","61,897","2,391",3.9
2006,March,Wilbarger                                            ,County,Not Adjusted,"7,501","7,789",288,3.7
2006,June,Wilbarger                                            ,County,Not Adjusted,"7,610","7,951",341,4.3
2006,September,Wilbarger                                            ,County,Not Adjusted,"7,537","7,823",286,3.7
2006,December,Wilbarger                                            ,County,Not Adjusted,"7,571","7,786",215,2.8
2006,March,Willacy                                              ,County,Not Adjusted,"6,799","7,587",788,10.4
2006,June,Willacy                                              ,County,Not Adjusted,"7,010","7,796",786,10.1
2006,September,Willacy                                              ,County,Not Adjusted,"6,933","7,576",643,8.5
2006,December,Willacy                                              ,County,Not Adjusted,"7,088","7,679",591,7.7
2006,March,Williamson                                           ,County,Not Adjusted,"177,236","185,671","8,435",4.5
2006,June,Williamson                                           ,County,Not Adjusted,"180,218","189,067","8,849",4.7
2006,September,Williamson                                           ,County,Not Adjusted,"182,545","190,383","7,838",4.1
2006,December,Williamson                                           ,County,Not Adjusted,"185,569","191,951","6,382",3.3
2006,March,Wilson                                               ,County,Not Adjusted,"17,268","18,066",798,4.4
2006,June,Wilson                                               ,County,Not Adjusted,"17,435","18,405",970,5.3
2006,September,Wilson                                               ,County,Not Adjusted,"17,503","18,321",818,4.5
2006,December,Wilson                                               ,County,Not Adjusted,"17,627","18,326",699,3.8
2006,March,Winkler                                              ,County,Not Adjusted,"2,993","3,125",132,4.2
2006,June,Winkler                                              ,County,Not Adjusted,"3,090","3,231",141,4.4
2006,September,Winkler                                              ,County,Not Adjusted,"3,145","3,263",118,3.6
2006,December,Winkler                                              ,County,Not Adjusted,"3,193","3,300",107,3.2
2006,March,Wise                                                 ,County,Not Adjusted,"26,356","27,711","1,355",4.9
2006,June,Wise                                                 ,County,Not Adjusted,"26,532","28,001","1,469",5.2
2006,September,Wise                                                 ,County,Not Adjusted,"26,746","27,926","1,180",4.2
2006,December,Wise                                                 ,County,Not Adjusted,"27,142","28,147","1,005",3.6
2006,March,Wood                                                 ,County,Not Adjusted,"16,785","17,726",941,5.3
2006,June,Wood                                                 ,County,Not Adjusted,"17,188","18,221","1,033",5.7
2006,September,Wood                                                 ,County,Not Adjusted,"16,865","17,766",901,5.1
2006,December,Wood                                                 ,County,Not Adjusted,"17,181","17,958",777,4.3
2006,March,Yoakum                                               ,County,Not Adjusted,"3,244","3,403",159,4.7
2006,June,Yoakum                                               ,County,Not Adjusted,"3,564","3,726",162,4.3
2006,September,Yoakum                                               ,County,Not Adjusted,"3,475","3,609",134,3.7
2006,December,Yoakum                                               ,County,Not Adjusted,"3,650","3,754",104,2.8
2006,March,Young                                                ,County,Not Adjusted,"9,023","9,406",383,4.1
2006,June,Young                                                ,County,Not Adjusted,"9,464","9,904",440,4.4
2006,September,Young                                                ,County,Not Adjusted,"9,382","9,737",355,3.6
2006,December,Young                                                ,County,Not Adjusted,"9,482","9,772",290,3
2006,March,Zapata                                               ,County,Not Adjusted,"4,475","4,813",338,7
2006,June,Zapata                                               ,County,Not Adjusted,"4,679","5,027",348,6.9
2006,September,Zapata                                               ,County,Not Adjusted,"4,619","4,895",276,5.6
2006,December,Zapata                                               ,County,Not Adjusted,"4,681","4,933",252,5.1
2006,March,Zavala                                               ,County,Not Adjusted,"3,293","3,778",485,12.8
2006,June,Zavala                                               ,County,Not Adjusted,"3,382","3,824",442,11.6
2006,September,Zavala                                               ,County,Not Adjusted,"3,209","3,602",393,10.9
2006,December,Zavala                                               ,County,Not Adjusted,"3,347","3,819",472,12.4
2007,March,Texas,Texas,Not Adjusted,"10,890,915","11,373,803","482,888",4.2
2007,March,Texas,Texas,Adjusted,"10,909,724","11,408,395","498,671",4.4
2007,June,Texas,Texas,Not Adjusted,"10,931,858","11,467,309","535,451",4.7
2007,June,Texas,Texas,Adjusted,"10,919,419","11,411,196","491,777",4.3
2007,September,Texas,Texas,Not Adjusted,"10,968,937","11,479,639","510,702",4.4
2007,September,Texas,Texas,Adjusted,"10,960,290","11,459,823","499,533",4.4
2007,December,Texas,Texas,Not Adjusted,"11,050,912","11,549,834","498,922",4.3
2007,December,Texas,Texas,Adjusted,"11,027,674","11,531,148","503,474",4.4
2007,March,Anderson                                             ,County,Not Adjusted,"19,078","20,103","1,025",5.1
2007,June,Anderson                                             ,County,Not Adjusted,"19,290","20,352","1,062",5.2
2007,September,Anderson                                             ,County,Not Adjusted,"18,923","19,992","1,069",5.3
2007,December,Anderson                                             ,County,Not Adjusted,"18,915","19,928","1,013",5.1
2007,March,Andrews                                              ,County,Not Adjusted,"6,508","6,726",218,3.2
2007,June,Andrews                                              ,County,Not Adjusted,"6,509","6,750",241,3.6
2007,September,Andrews                                              ,County,Not Adjusted,"6,382","6,605",223,3.4
2007,December,Andrews                                              ,County,Not Adjusted,"6,381","6,591",210,3.2
2007,March,Angelina                                             ,County,Not Adjusted,"38,093","39,799","1,706",4.3
2007,June,Angelina                                             ,County,Not Adjusted,"37,947","39,771","1,824",4.6
2007,September,Angelina                                             ,County,Not Adjusted,"37,792","39,481","1,689",4.3
2007,December,Angelina                                             ,County,Not Adjusted,"37,566","39,468","1,902",4.8
2007,March,Aransas                                              ,County,Not Adjusted,"10,547","10,974",427,3.9
2007,June,Aransas                                              ,County,Not Adjusted,"10,555","11,019",464,4.2
2007,September,Aransas                                              ,County,Not Adjusted,"10,540","10,997",457,4.2
2007,December,Aransas                                              ,County,Not Adjusted,"10,702","11,168",466,4.2
2007,March,Archer                                               ,County,Not Adjusted,"4,981","5,134",153,3
2007,June,Archer                                               ,County,Not Adjusted,"4,928","5,102",174,3.4
2007,September,Archer                                               ,County,Not Adjusted,"4,968","5,139",171,3.3
2007,December,Archer                                               ,County,Not Adjusted,"4,879","5,035",156,3.1
2007,March,Armstrong                                            ,County,Not Adjusted,"1,023","1,053",30,2.8
2007,June,Armstrong                                            ,County,Not Adjusted,"1,027","1,067",40,3.7
2007,September,Armstrong                                            ,County,Not Adjusted,"1,027","1,065",38,3.6
2007,December,Armstrong                                            ,County,Not Adjusted,"1,035","1,073",38,3.5
2007,March,Atascosa                                             ,County,Not Adjusted,"17,836","18,575",739,4
2007,June,Atascosa                                             ,County,Not Adjusted,"17,971","18,848",877,4.7
2007,September,Atascosa                                             ,County,Not Adjusted,"18,033","18,832",799,4.2
2007,December,Atascosa                                             ,County,Not Adjusted,"18,119","18,881",762,4
2007,March,Austin                                               ,County,Not Adjusted,"12,247","12,707",460,3.6
2007,June,Austin                                               ,County,Not Adjusted,"12,336","12,868",532,4.1
2007,September,Austin                                               ,County,Not Adjusted,"12,384","12,900",516,4
2007,December,Austin                                               ,County,Not Adjusted,"12,492","12,957",465,3.6
2007,March,Bailey                                               ,County,Not Adjusted,"3,152","3,297",145,4.4
2007,June,Bailey                                               ,County,Not Adjusted,"3,217","3,386",169,5
2007,September,Bailey                                               ,County,Not Adjusted,"3,078","3,211",133,4.1
2007,December,Bailey                                               ,County,Not Adjusted,"3,155","3,287",132,4
2007,March,Bandera                                              ,County,Not Adjusted,"9,157","9,518",361,3.8
2007,June,Bandera                                              ,County,Not Adjusted,"9,227","9,611",384,4
2007,September,Bandera                                              ,County,Not Adjusted,"9,259","9,637",378,3.9
2007,December,Bandera                                              ,County,Not Adjusted,"9,304","9,658",354,3.7
2007,March,Bastrop                                              ,County,Not Adjusted,"31,811","33,226","1,415",4.3
2007,June,Bastrop                                              ,County,Not Adjusted,"31,996","33,557","1,561",4.7
2007,September,Bastrop                                              ,County,Not Adjusted,"32,138","33,552","1,414",4.2
2007,December,Bastrop                                              ,County,Not Adjusted,"32,345","33,679","1,334",4
2007,March,Baylor                                               ,County,Not Adjusted,"1,978","2,055",77,3.7
2007,June,Baylor                                               ,County,Not Adjusted,"2,000","2,085",85,4.1
2007,September,Baylor                                               ,County,Not Adjusted,"1,904","1,979",75,3.8
2007,December,Baylor                                               ,County,Not Adjusted,"1,946","2,022",76,3.8
2007,March,Bee                                                  ,County,Not Adjusted,"10,773","11,439",666,5.8
2007,June,Bee                                                  ,County,Not Adjusted,"10,604","11,338",734,6.5
2007,September,Bee                                                  ,County,Not Adjusted,"10,370","11,051",681,6.2
2007,December,Bee                                                  ,County,Not Adjusted,"10,471","11,114",643,5.8
2007,March,Bell                                                 ,County,Not Adjusted,"112,892","117,997","5,105",4.3
2007,June,Bell                                                 ,County,Not Adjusted,"112,510","118,316","5,806",4.9
2007,September,Bell                                                 ,County,Not Adjusted,"113,867","119,386","5,519",4.6
2007,December,Bell                                                 ,County,Not Adjusted,"114,910","120,411","5,501",4.6
2007,March,Bexar                                                ,County,Not Adjusted,"698,736","728,788","30,052",4.1
2007,June,Bexar                                                ,County,Not Adjusted,"704,068","737,863","33,795",4.6
2007,September,Bexar                                                ,County,Not Adjusted,"706,467","737,944","31,477",4.3
2007,December,Bexar                                                ,County,Not Adjusted,"709,832","740,181","30,349",4.1
2007,March,Blanco                                               ,County,Not Adjusted,"4,586","4,736",150,3.2
2007,June,Blanco                                               ,County,Not Adjusted,"4,728","4,899",171,3.5
2007,September,Blanco                                               ,County,Not Adjusted,"4,623","4,792",169,3.5
2007,December,Blanco                                               ,County,Not Adjusted,"4,615","4,770",155,3.2
2007,March,Borden                                               ,County,Not Adjusted,358,374,16,4.3
2007,June,Borden                                               ,County,Not Adjusted,339,355,16,4.5
2007,September,Borden                                               ,County,Not Adjusted,360,373,13,3.5
2007,December,Borden                                               ,County,Not Adjusted,384,399,15,3.8
2007,March,Bosque                                               ,County,Not Adjusted,"7,831","8,176",345,4.2
2007,June,Bosque                                               ,County,Not Adjusted,"7,881","8,267",386,4.7
2007,September,Bosque                                               ,County,Not Adjusted,"7,791","8,148",357,4.4
2007,December,Bosque                                               ,County,Not Adjusted,"7,833","8,157",324,4
2007,March,Bowie                                                ,County,Not Adjusted,"40,941","42,960","2,019",4.7
2007,June,Bowie                                                ,County,Not Adjusted,"40,977","43,027","2,050",4.8
2007,September,Bowie                                                ,County,Not Adjusted,"40,970","43,020","2,050",4.8
2007,December,Bowie                                                ,County,Not Adjusted,"41,060","43,094","2,034",4.7
2007,March,Brazoria                                             ,County,Not Adjusted,"130,893","136,595","5,702",4.2
2007,June,Brazoria                                             ,County,Not Adjusted,"131,834","138,438","6,604",4.8
2007,September,Brazoria                                             ,County,Not Adjusted,"132,345","138,792","6,447",4.6
2007,December,Brazoria                                             ,County,Not Adjusted,"133,504","139,880","6,376",4.6
2007,March,Brazos                                               ,County,Not Adjusted,"85,580","88,626","3,046",3.4
2007,June,Brazos                                               ,County,Not Adjusted,"82,218","86,039","3,821",4.4
2007,September,Brazos                                               ,County,Not Adjusted,"86,761","90,182","3,421",3.8
2007,December,Brazos                                               ,County,Not Adjusted,"87,369","90,411","3,042",3.4
2007,March,Brewster                                             ,County,Not Adjusted,"5,074","5,246",172,3.3
2007,June,Brewster                                             ,County,Not Adjusted,"4,983","5,183",200,3.9
2007,September,Brewster                                             ,County,Not Adjusted,"4,915","5,090",175,3.4
2007,December,Brewster                                             ,County,Not Adjusted,"4,970","5,125",155,3
2007,March,Briscoe                                              ,County,Not Adjusted,694,727,33,4.5
2007,June,Briscoe                                              ,County,Not Adjusted,700,734,34,4.6
2007,September,Briscoe                                              ,County,Not Adjusted,655,683,28,4.1
2007,December,Briscoe                                              ,County,Not Adjusted,709,736,27,3.7
2007,March,Brooks                                               ,County,Not Adjusted,"2,933","3,109",176,5.7
2007,June,Brooks                                               ,County,Not Adjusted,"2,881","3,073",192,6.2
2007,September,Brooks                                               ,County,Not Adjusted,"2,884","3,052",168,5.5
2007,December,Brooks                                               ,County,Not Adjusted,"3,008","3,168",160,5.1
2007,March,Brown                                                ,County,Not Adjusted,"17,801","18,571",770,4.1
2007,June,Brown                                                ,County,Not Adjusted,"17,898","18,729",831,4.4
2007,September,Brown                                                ,County,Not Adjusted,"17,851","18,632",781,4.2
2007,December,Brown                                                ,County,Not Adjusted,"17,560","18,299",739,4
2007,March,Burleson                                             ,County,Not Adjusted,"7,492","7,788",296,3.8
2007,June,Burleson                                             ,County,Not Adjusted,"7,197","7,513",316,4.2
2007,September,Burleson                                             ,County,Not Adjusted,"7,595","7,914",319,4
2007,December,Burleson                                             ,County,Not Adjusted,"7,648","7,959",311,3.9
2007,March,Burnet                                               ,County,Not Adjusted,"20,818","21,591",773,3.6
2007,June,Burnet                                               ,County,Not Adjusted,"21,526","22,348",822,3.7
2007,September,Burnet                                               ,County,Not Adjusted,"21,030","21,810",780,3.6
2007,December,Burnet                                               ,County,Not Adjusted,"21,161","21,893",732,3.3
2007,March,Caldwell                                             ,County,Not Adjusted,"14,643","15,377",734,4.8
2007,June,Caldwell                                             ,County,Not Adjusted,"14,727","15,499",772,5
2007,September,Caldwell                                             ,County,Not Adjusted,"14,792","15,493",701,4.5
2007,December,Caldwell                                             ,County,Not Adjusted,"14,889","15,566",677,4.3
2007,March,Calhoun                                              ,County,Not Adjusted,"8,724","9,150",426,4.7
2007,June,Calhoun                                              ,County,Not Adjusted,"8,855","9,299",444,4.8
2007,September,Calhoun                                              ,County,Not Adjusted,"8,872","9,301",429,4.6
2007,December,Calhoun                                              ,County,Not Adjusted,"8,890","9,312",422,4.5
2007,March,Callahan                                             ,County,Not Adjusted,"6,645","6,869",224,3.3
2007,June,Callahan                                             ,County,Not Adjusted,"6,669","6,947",278,4
2007,September,Callahan                                             ,County,Not Adjusted,"6,727","6,967",240,3.4
2007,December,Callahan                                             ,County,Not Adjusted,"6,737","6,958",221,3.2
2007,March,Cameron                                              ,County,Not Adjusted,"134,671","142,910","8,239",5.8
2007,June,Cameron                                              ,County,Not Adjusted,"133,314","142,707","9,393",6.6
2007,September,Cameron                                              ,County,Not Adjusted,"132,996","141,391","8,395",5.9
2007,December,Cameron                                              ,County,Not Adjusted,"135,391","143,994","8,603",6
2007,March,Camp                                                 ,County,Not Adjusted,"5,350","5,585",235,4.2
2007,June,Camp                                                 ,County,Not Adjusted,"5,323","5,607",284,5.1
2007,September,Camp                                                 ,County,Not Adjusted,"5,270","5,535",265,4.8
2007,December,Camp                                                 ,County,Not Adjusted,"5,380","5,630",250,4.4
2007,March,Carson                                               ,County,Not Adjusted,"3,218","3,320",102,3.1
2007,June,Carson                                               ,County,Not Adjusted,"3,234","3,350",116,3.5
2007,September,Carson                                               ,County,Not Adjusted,"3,229","3,333",104,3.1
2007,December,Carson                                               ,County,Not Adjusted,"3,254","3,358",104,3.1
2007,March,Cass                                                 ,County,Not Adjusted,"12,365","13,065",700,5.4
2007,June,Cass                                                 ,County,Not Adjusted,"12,316","13,039",723,5.5
2007,September,Cass                                                 ,County,Not Adjusted,"12,156","12,849",693,5.4
2007,December,Cass                                                 ,County,Not Adjusted,"12,252","13,000",748,5.8
2007,March,Castro                                               ,County,Not Adjusted,"3,296","3,422",126,3.7
2007,June,Castro                                               ,County,Not Adjusted,"3,399","3,550",151,4.3
2007,September,Castro                                               ,County,Not Adjusted,"3,291","3,421",130,3.8
2007,December,Castro                                               ,County,Not Adjusted,"3,450","3,570",120,3.4
2007,March,Chambers                                             ,County,Not Adjusted,"13,081","13,707",626,4.6
2007,June,Chambers                                             ,County,Not Adjusted,"13,173","13,850",677,4.9
2007,September,Chambers                                             ,County,Not Adjusted,"13,224","13,911",687,4.9
2007,December,Chambers                                             ,County,Not Adjusted,"13,340","14,041",701,5
2007,March,Cherokee                                             ,County,Not Adjusted,"19,637","20,581",944,4.6
2007,June,Cherokee                                             ,County,Not Adjusted,"19,608","20,639","1,031",5
2007,September,Cherokee                                             ,County,Not Adjusted,"19,130","20,112",982,4.9
2007,December,Cherokee                                             ,County,Not Adjusted,"18,917","19,976","1,059",5.3
2007,March,Childress                                            ,County,Not Adjusted,"2,857","3,014",157,5.2
2007,June,Childress                                            ,County,Not Adjusted,"2,936","3,092",156,5
2007,September,Childress                                            ,County,Not Adjusted,"2,880","3,020",140,4.6
2007,December,Childress                                            ,County,Not Adjusted,"2,844","2,983",139,4.7
2007,March,Clay                                                 ,County,Not Adjusted,"6,049","6,255",206,3.3
2007,June,Clay                                                 ,County,Not Adjusted,"5,984","6,226",242,3.9
2007,September,Clay                                                 ,County,Not Adjusted,"6,031","6,241",210,3.4
2007,December,Clay                                                 ,County,Not Adjusted,"5,923","6,137",214,3.5
2007,March,Cochran                                              ,County,Not Adjusted,"1,416","1,504",88,5.9
2007,June,Cochran                                              ,County,Not Adjusted,"1,425","1,511",86,5.7
2007,September,Cochran                                              ,County,Not Adjusted,"1,389","1,459",70,4.8
2007,December,Cochran                                              ,County,Not Adjusted,"1,432","1,499",67,4.5
2007,March,Coke                                                 ,County,Not Adjusted,"1,277","1,337",60,4.5
2007,June,Coke                                                 ,County,Not Adjusted,"1,325","1,402",77,5.5
2007,September,Coke                                                 ,County,Not Adjusted,"1,341","1,411",70,5
2007,December,Coke                                                 ,County,Not Adjusted,"1,277","1,397",120,8.6
2007,March,Coleman                                              ,County,Not Adjusted,"4,193","4,350",157,3.6
2007,June,Coleman                                              ,County,Not Adjusted,"4,259","4,426",167,3.8
2007,September,Coleman                                              ,County,Not Adjusted,"4,254","4,404",150,3.4
2007,December,Coleman                                              ,County,Not Adjusted,"4,241","4,382",141,3.2
2007,March,Collin                                               ,County,Not Adjusted,"378,279","393,184","14,905",3.8
2007,June,Collin                                               ,County,Not Adjusted,"380,575","396,645","16,070",4.1
2007,September,Collin                                               ,County,Not Adjusted,"382,193","398,016","15,823",4
2007,December,Collin                                               ,County,Not Adjusted,"384,814","400,458","15,644",3.9
2007,March,Collingsworth                                        ,County,Not Adjusted,"1,478","1,533",55,3.6
2007,June,Collingsworth                                        ,County,Not Adjusted,"1,550","1,605",55,3.4
2007,September,Collingsworth                                        ,County,Not Adjusted,"1,457","1,513",56,3.7
2007,December,Collingsworth                                        ,County,Not Adjusted,"1,476","1,522",46,3
2007,March,Colorado                                             ,County,Not Adjusted,"10,137","10,515",378,3.6
2007,June,Colorado                                             ,County,Not Adjusted,"10,186","10,621",435,4.1
2007,September,Colorado                                             ,County,Not Adjusted,"9,982","10,360",378,3.6
2007,December,Colorado                                             ,County,Not Adjusted,"10,065","10,423",358,3.4
2007,March,Comal                                                ,County,Not Adjusted,"50,157","52,022","1,865",3.6
2007,June,Comal                                                ,County,Not Adjusted,"50,539","52,588","2,049",3.9
2007,September,Comal                                                ,County,Not Adjusted,"50,711","52,631","1,920",3.6
2007,December,Comal                                                ,County,Not Adjusted,"50,952","52,820","1,868",3.5
2007,March,Comanche                                             ,County,Not Adjusted,"6,230","6,476",246,3.8
2007,June,Comanche                                             ,County,Not Adjusted,"6,286","6,560",274,4.2
2007,September,Comanche                                             ,County,Not Adjusted,"6,124","6,379",255,4
2007,December,Comanche                                             ,County,Not Adjusted,"6,334","6,564",230,3.5
2007,March,Concho                                               ,County,Not Adjusted,"1,267","1,338",71,5.3
2007,June,Concho                                               ,County,Not Adjusted,"1,290","1,361",71,5.2
2007,September,Concho                                               ,County,Not Adjusted,"1,223","1,290",67,5.2
2007,December,Concho                                               ,County,Not Adjusted,"1,244","1,307",63,4.8
2007,March,Cooke                                                ,County,Not Adjusted,"20,769","21,479",710,3.3
2007,June,Cooke                                                ,County,Not Adjusted,"20,875","21,749",874,4
2007,September,Cooke                                                ,County,Not Adjusted,"20,939","21,762",823,3.8
2007,December,Cooke                                                ,County,Not Adjusted,"21,281","22,038",757,3.4
2007,March,Coryell                                              ,County,Not Adjusted,"21,806","23,126","1,320",5.7
2007,June,Coryell                                              ,County,Not Adjusted,"21,732","23,260","1,528",6.6
2007,September,Coryell                                              ,County,Not Adjusted,"21,995","23,415","1,420",6.1
2007,December,Coryell                                              ,County,Not Adjusted,"22,196","23,582","1,386",5.9
2007,March,Cottle                                               ,County,Not Adjusted,793,829,36,4.3
2007,June,Cottle                                               ,County,Not Adjusted,799,829,30,3.6
2007,September,Cottle                                               ,County,Not Adjusted,782,811,29,3.6
2007,December,Cottle                                               ,County,Not Adjusted,803,833,30,3.6
2007,March,Crane                                                ,County,Not Adjusted,"1,611","1,681",70,4.2
2007,June,Crane                                                ,County,Not Adjusted,"1,582","1,660",78,4.7
2007,September,Crane                                                ,County,Not Adjusted,"1,572","1,643",71,4.3
2007,December,Crane                                                ,County,Not Adjusted,"1,563","1,622",59,3.6
2007,March,Crockett                                             ,County,Not Adjusted,"1,988","2,048",60,2.9
2007,June,Crockett                                             ,County,Not Adjusted,"2,003","2,069",66,3.2
2007,September,Crockett                                             ,County,Not Adjusted,"2,047","2,110",63,3
